Order_ID,Order_Date,Shipping_Date,Aging,Ship_Mode,Product_Category,Product
AU-1988-96074,2015-09-06,2015-10-04,28,First Class,Auto & Accessories,Car Mat
FA-1987-96689,2022-07-11,2022-08-09,29,Standard Class,Fashion,T-Shirts
EL-1987-83858,2012-04-13,2012-05-10,27,First Class,Electronics,LCD
EL-1994-12543,2017-06-16,2017-07-14,28,Standard Class,Electronics,LED
FA-1987-07807,2019-04-20,2019-04-24,4,First Class,Fashion,Suits
HF-1950-04831,2018-04-27,2018-04-29,2,First Class,Home & Furniture,Dining Tables
HF-1904-15245,2020-10-09,2020-11-02,24,First Class,Home & Furniture,Beds
AU-2010-66082,2020-05-21,2020-05-23,2,Standard Class,Auto & Accessories,Car Mat
EL-2024-24680,2019-10-02,2019-10-09,7,First Class,Electronics,Watch
EL-1919-84863,2013-05-10,2013-06-05,26,First Class,Electronics,Iron
AU-1906-96622,2012-01-04,2012-01-25,21,Standard Class,Auto & Accessories,Car Pillow & Neck Rest
FA-1922-84483,2018-02-10,2018-02-17,7,First Class,Fashion,Shirts
AU-1935-06541,2022-01-26,2022-01-27,1,Standard Class,Auto & Accessories,Car Body Covers
FA-1944-37421,2022-10-28,2022-11-21,24,First Class,Fashion,Shirts
AU-1918-30657,2019-01-02,2019-01-28,26,Standard Class,Auto & Accessories,Car Mat
HF-1982-57733,2013-07-03,2013-07-20,17,First Class,Home & Furniture,Towels
FA-1960-34809,2019-10-17,2019-11-01,15,First Class,Fashion,Sneakers
AU-1943-90697,2021-12-02,2021-12-27,25,First Class,Auto & Accessories,Tyre
AU-1920-33321,2013-09-04,2013-09-15,11,First Class,Auto & Accessories,Car Seat Covers
EL-2015-27652,2016-05-04,2016-05-26,22,First Class,Electronics,LCD
HF-1994-77864,2023-05-19,2023-06-07,19,First Class,Home & Furniture,Bed Sheets
EL-1953-33118,2019-12-12,2019-12-22,10,First Class,Electronics,Mixer/Juicer
AU-1905-09281,2020-08-10,2020-08-23,13,First Class,Auto & Accessories,Car Speakers
HF-1987-29404,2016-09-30,2016-10-14,14,First Class,Home & Furniture,Bed Sheets
EL-1946-07451,2019-07-22,2019-08-11,20,Standard Class,Electronics,LCD
HF-1990-92334,2011-03-31,2011-04-16,16,Standard Class,Home & Furniture,Umbrella
HF-1939-27462,2015-02-01,2015-02-14,13,Standard Class,Home & Furniture,Towels
AU-2005-52059,2020-12-18,2020-12-24,6,Standard Class,Auto & Accessories,Car Body Covers
FA-1999-10962,2023-04-11,2023-04-16,5,First Class,Fashion,Suits
FA-1938-99678,2015-10-27,2015-11-05,9,Standard Class,Fashion,T-Shirts
AU-1916-60014,2017-04-01,2017-04-28,27,First Class,Auto & Accessories,Car Speakers
HF-1954-11064,2012-02-19,2012-02-22,3,Standard Class,Home & Furniture,Bed Sheets
FA-1988-78989,2014-12-05,2015-01-02,28,First Class,Fashion,Running Shoes
AU-2002-35709,2018-04-18,2018-05-18,30,Standard Class,Auto & Accessories,Tyre
EL-2005-19217,2014-03-08,2014-03-27,19,First Class,Electronics,Iron
AU-2011-19436,2010-03-03,2010-03-20,17,First Class,Auto & Accessories,Car & Bike Care
EL-1921-74146,2017-01-21,2017-02-11,21,First Class,Electronics,Tablet
HF-1970-00488,2012-08-01,2012-08-03,2,Standard Class,Home & Furniture,Beds
FA-2004-57095,2013-11-13,2013-11-26,13,Standard Class,Fashion,Sports Wear
AU-1987-59633,2012-02-28,2012-03-19,20,Standard Class,Auto & Accessories,Car Pillow & Neck Rest
AU-1930-34589,2016-10-25,2016-11-04,10,Standard Class,Auto & Accessories,Tyre
FA-2017-22328,2012-03-14,2012-03-16,2,First Class,Fashion,Suits
EL-1969-27073,2018-09-18,2018-09-29,11,Standard Class,Electronics,Fans
FA-1948-45835,2013-12-24,2013-12-25,1,First Class,Fashion,Casual Shoes
EL-1900-52338,2020-05-09,2020-05-18,9,Standard Class,Electronics,LCD
FA-1978-09987,2016-07-13,2016-08-02,20,Standard Class,Fashion,T-Shirts
HF-2017-09438,2022-06-02,2022-06-20,18,Standard Class,Home & Furniture,Curtains
FA-1967-73206,2010-08-09,2010-08-15,6,Standard Class,Fashion,T-Shirts
AU-1989-07559,2015-08-11,2015-08-28,17,First Class,Auto & Accessories,Bike Tyres
AU-1907-36025,2012-11-11,2012-12-07,26,Standard Class,Auto & Accessories,Car Body Covers
HF-1955-56682,2010-11-29,2010-12-14,15,First Class,Home & Furniture,Towels
EL-2004-35486,2015-08-13,2015-09-09,27,Standard Class,Electronics,LCD
FA-2024-97542,2018-10-21,2018-11-19,29,First Class,Fashion,Shirts
HF-1988-51598,2011-02-01,2011-02-19,18,Standard Class,Home & Furniture,Dinner Crockery
EL-1953-92990,2020-01-03,2020-02-02,30,Standard Class,Electronics,Mixer/Juicer
AU-1914-34732,2010-12-02,2010-12-19,17,First Class,Auto & Accessories,Car Body Covers
FA-1966-77155,2014-03-21,2014-04-20,30,Standard Class,Fashion,Formal Shoes
FA-1933-98920,2021-10-25,2021-10-28,3,Standard Class,Fashion,Formal Shoes
EL-2012-95326,2021-09-21,2021-10-18,27,First Class,Electronics,Tablet
EL-1939-02473,2010-01-14,2010-02-08,25,First Class,Electronics,Apple Laptop
AU-2024-01476,2017-02-15,2017-03-11,24,First Class,Auto & Accessories,Car Body Covers
FA-1967-37150,2013-11-03,2013-11-18,15,First Class,Fashion,Suits
HF-1921-00854,2020-11-13,2020-12-02,19,Standard Class,Home & Furniture,Sofas
EL-1988-41064,2022-06-28,2022-07-16,18,Standard Class,Electronics,Watch
FA-1932-67687,2014-01-03,2014-01-30,27,First Class,Fashion,Suits
AU-1931-87273,2011-05-22,2011-05-27,5,Standard Class,Auto & Accessories,Car Pillow & Neck Rest
HF-2012-30965,2015-10-25,2015-11-08,14,First Class,Home & Furniture,Umbrella
AU-2016-01258,2023-03-18,2023-03-31,13,First Class,Auto & Accessories,Car & Bike Care
AU-2000-57220,2022-03-10,2022-03-19,9,Standard Class,Auto & Accessories,Car Mat
AU-1939-39430,2021-09-22,2021-10-06,14,Standard Class,Auto & Accessories,Car Media Players
AU-1958-04421,2011-10-13,2011-10-25,12,Standard Class,Auto & Accessories,Car Body Covers
AU-2016-50717,2010-04-01,2010-04-28,27,Standard Class,Auto & Accessories,Car & Bike Care
FA-1912-49579,2013-04-13,2013-05-13,30,Standard Class,Fashion,Casual Shoes
HF-2014-40600,2019-11-17,2019-12-07,20,Standard Class,Home & Furniture,Beds
EL-1943-56489,2016-08-23,2016-09-09,17,First Class,Electronics,Fans
FA-1946-72583,2011-12-09,2011-12-28,19,First Class,Fashion,Suits
EL-1905-53698,2011-07-27,2011-08-26,30,First Class,Electronics,Watch
AU-1903-69563,2023-01-31,2023-02-08,8,Standard Class,Auto & Accessories,Tyre
FA-1993-14379,2018-08-03,2018-08-28,25,First Class,Fashion,Shirts
AU-1992-66131,2020-10-18,2020-11-12,25,First Class,Auto & Accessories,Car Speakers
AU-1982-45288,2011-10-24,2011-10-28,4,First Class,Auto & Accessories,Car & Bike Care
FA-2015-23625,2016-02-13,2016-03-03,19,Standard Class,Fashion,Casual Shoes
HF-1966-79613,2021-11-18,2021-12-18,30,First Class,Home & Furniture,Shoe Rack
AU-1917-73166,2013-08-19,2013-08-26,7,First Class,Auto & Accessories,Car Speakers
AU-1916-79916,2022-05-16,2022-05-18,2,Standard Class,Auto & Accessories,Bike Tyres
EL-1940-43139,2016-05-16,2016-06-05,20,Standard Class,Electronics,Mixer/Juicer
AU-1916-71018,2023-06-18,2023-07-06,18,First Class,Auto & Accessories,Car Pillow & Neck Rest
AU-1953-86108,2014-04-09,2014-04-27,18,Standard Class,Auto & Accessories,Car Mat
HF-1905-89671,2010-07-20,2010-08-19,30,First Class,Home & Furniture,Dining Tables
AU-1954-91619,2020-11-07,2020-11-18,11,Standard Class,Auto & Accessories,Car Pillow & Neck Rest
HF-1982-01926,2010-01-23,2010-02-02,10,Standard Class,Home & Furniture,Dinner Crockery
FA-1930-33459,2022-07-06,2022-07-10,4,First Class,Fashion,Suits
FA-2022-52994,2016-12-01,2016-12-28,27,First Class,Fashion,Sports Wear
EL-1971-10570,2013-10-12,2013-10-14,2,Standard Class,Electronics,Fans
FA-2024-87212,2021-10-30,2021-11-03,4,Standard Class,Fashion,Shirts
FA-2014-46054,2012-07-30,2012-08-04,5,Standard Class,Fashion,Suits
HF-2018-41822,2016-03-28,2016-03-29,1,Standard Class,Home & Furniture,Dining Tables
HF-1922-48087,2012-12-13,2013-01-07,25,First Class,Home & Furniture,Curtains
AU-2021-87237,2021-09-28,2021-10-27,29,Standard Class,Auto & Accessories,Tyre
EL-1977-93830,2016-04-15,2016-04-27,12,First Class,Electronics,Fans
FA-1985-19488,2012-08-24,2012-09-16,23,Standard Class,Fashion,Sports Wear
HF-1960-79065,2020-09-10,2020-09-12,2,First Class,Home & Furniture,Umbrella
HF-1995-93280,2012-03-13,2012-03-21,8,Standard Class,Home & Furniture,Dining Tables
HF-1957-45943,2014-10-10,2014-10-16,6,Standard Class,Home & Furniture,Beds
FA-1975-08247,2023-02-22,2023-02-25,3,Standard Class,Fashion,T-Shirts
HF-2019-14755,2016-02-14,2016-02-24,10,First Class,Home & Furniture,Towels
EL-1921-44974,2013-11-19,2013-11-26,7,Standard Class,Electronics,Keyboard
EL-2014-74425,2014-04-08,2014-04-24,16,First Class,Electronics,Watch
HF-1932-65596,2015-03-11,2015-04-09,29,First Class,Home & Furniture,Dining Tables
FA-1937-77821,2015-10-27,2015-11-01,5,First Class,Fashion,Suits
HF-1917-89035,2015-09-24,2015-10-20,26,First Class,Home & Furniture,Curtains
HF-1945-95216,2014-07-17,2014-07-26,9,First Class,Home & Furniture,Dinner Crockery
AU-2015-42406,2021-05-13,2021-06-09,27,First Class,Auto & Accessories,Car Speakers
FA-1912-35213,2010-01-09,2010-02-04,26,First Class,Fashion,Sports Wear
FA-1982-51804,2017-11-19,2017-12-12,23,Standard Class,Fashion,Suits
EL-1940-92481,2022-08-06,2022-08-26,20,First Class,Electronics,Apple Laptop
FA-2018-86246,2012-11-30,2012-12-16,16,Standard Class,Fashion,Formal Shoes
HF-1909-35267,2012-11-20,2012-12-12,22,Standard Class,Home & Furniture,Beds
AU-1910-10717,2012-09-02,2012-09-22,20,First Class,Auto & Accessories,Car Seat Covers
EL-1941-25123,2011-07-08,2011-07-10,2,Standard Class,Electronics,Iron
HF-1988-70788,2014-07-04,2014-08-02,29,Standard Class,Home & Furniture,Umbrella
HF-1999-43639,2018-12-25,2019-01-24,30,Standard Class,Home & Furniture,Shoe Rack
HF-1982-05602,2021-10-06,2021-10-28,22,First Class,Home & Furniture,Towels
FA-1959-59136,2016-09-01,2016-09-11,10,Standard Class,Fashion,Formal Shoes
HF-1921-43596,2020-04-02,2020-04-14,12,First Class,Home & Furniture,Umbrella
HF-1908-33002,2014-01-27,2014-01-31,4,First Class,Home & Furniture,Dinner Crockery
HF-1989-95465,2010-12-23,2011-01-08,16,First Class,Home & Furniture,Curtains
EL-2014-68950,2021-05-27,2021-06-04,8,Standard Class,Electronics,LED
AU-1982-07712,2023-04-08,2023-04-26,18,Standard Class,Auto & Accessories,Car Media Players
FA-2004-26329,2023-02-06,2023-02-16,10,First Class,Fashion,Sneakers
FA-1935-81674,2012-11-26,2012-12-16,20,First Class,Fashion,Running Shoes
EL-1942-91429,2013-04-11,2013-05-06,25,First Class,Electronics,Samsung Mobile
EL-1996-17497,2014-04-02,2014-04-10,8,First Class,Electronics,Fans
HF-1963-32139,2022-06-14,2022-06-29,15,Standard Class,Home & Furniture,Towels
HF-1933-47926,2015-07-17,2015-07-23,6,First Class,Home & Furniture,Bed Sheets
AU-1946-12354,2010-12-03,2010-12-06,3,Standard Class,Auto & Accessories,Tyre
FA-1938-41846,2010-01-22,2010-01-30,8,First Class,Fashion,Running Shoes
FA-1905-58471,2015-01-07,2015-01-09,2,First Class,Fashion,Sports Wear
AU-1920-18988,2017-10-02,2017-10-23,21,First Class,Auto & Accessories,Car Media Players
AU-1964-71006,2023-06-22,2023-07-06,14,First Class,Auto & Accessories,Car Media Players
FA-1926-29637,2021-03-26,2021-03-27,1,Standard Class,Fashion,Running Shoes
HF-1947-68705,2023-03-17,2023-03-25,8,Standard Class,Home & Furniture,Dinner Crockery
FA-2019-22774,2017-06-03,2017-06-04,1,First Class,Fashion,Running Shoes
EL-1952-60630,2012-03-24,2012-04-17,24,Standard Class,Electronics,Keyboard
FA-2013-88403,2022-12-21,2023-01-05,15,First Class,Fashion,Suits
AU-1981-87507,2022-01-23,2022-01-28,5,Standard Class,Auto & Accessories,Car Seat Covers
AU-1918-41913,2022-02-13,2022-02-25,12,Standard Class,Auto & Accessories,Car Mat
HF-1968-01846,2013-02-12,2013-03-10,26,Standard Class,Home & Furniture,Beds
HF-1992-07126,2019-08-18,2019-09-03,16,Standard Class,Home & Furniture,Umbrella
AU-1910-79365,2018-08-23,2018-09-14,22,First Class,Auto & Accessories,Car & Bike Care
EL-2013-17732,2021-07-02,2021-07-06,4,Standard Class,Electronics,Samsung Mobile
EL-2013-88352,2015-05-23,2015-06-21,29,First Class,Electronics,Fans
AU-1912-36917,2019-11-26,2019-12-25,29,Standard Class,Auto & Accessories,Car Speakers
FA-2007-06828,2018-11-27,2018-12-22,25,Standard Class,Fashion,Sports Wear
FA-2022-62428,2010-07-20,2010-08-16,27,Standard Class,Fashion,Sneakers
EL-1951-24989,2022-10-30,2022-11-11,12,First Class,Electronics,Mouse
EL-1995-96101,2017-02-22,2017-03-09,15,Standard Class,Electronics,Fans
HF-1960-78085,2012-03-09,2012-03-11,2,Standard Class,Home & Furniture,Curtains
AU-1903-24683,2018-02-28,2018-03-27,27,Standard Class,Auto & Accessories,Car & Bike Care
AU-1933-86843,2022-07-30,2022-08-10,11,First Class,Auto & Accessories,Bike Tyres
AU-2015-77350,2017-11-14,2017-11-26,12,First Class,Auto & Accessories,Bike Tyres
FA-1959-54984,2020-08-31,2020-09-10,10,Standard Class,Fashion,Sports Wear
FA-1994-68713,2016-06-26,2016-07-01,5,Standard Class,Fashion,Shirts
HF-1936-74324,2010-03-07,2010-03-30,23,Standard Class,Home & Furniture,Dinner Crockery
FA-2013-46806,2010-01-23,2010-02-08,16,First Class,Fashion,Shirts
FA-1998-61564,2016-04-04,2016-04-30,26,Standard Class,Fashion,Sports Wear
AU-1976-59186,2014-08-20,2014-08-29,9,Standard Class,Auto & Accessories,Bike Tyres
HF-1942-04805,2013-08-23,2013-09-12,20,Standard Class,Home & Furniture,Towels
EL-1925-96942,2022-06-17,2022-06-27,10,First Class,Electronics,Mixer/Juicer
EL-2014-73169,2013-10-07,2013-10-18,11,First Class,Electronics,Mixer/Juicer
HF-1975-60145,2019-12-08,2020-01-02,25,Standard Class,Home & Furniture,Umbrella
HF-1988-70832,2015-05-03,2015-06-02,30,Standard Class,Home & Furniture,Towels
FA-1949-27710,2011-11-28,2011-12-12,14,Standard Class,Fashion,Sports Wear
AU-1994-90673,2022-01-23,2022-01-25,2,First Class,Auto & Accessories,Car Speakers
HF-1978-47158,2013-02-01,2013-02-04,3,Standard Class,Home & Furniture,Umbrella
EL-1975-14821,2019-01-07,2019-01-21,14,First Class,Electronics,Tablet
EL-1920-58831,2023-07-26,2023-08-05,10,Standard Class,Electronics,Apple Laptop
HF-1934-47519,2012-06-24,2012-07-03,9,First Class,Home & Furniture,Beds
EL-1900-82592,2012-08-21,2012-09-11,21,Standard Class,Electronics,Mixer/Juicer
AU-1919-11003,2019-11-23,2019-12-23,30,First Class,Auto & Accessories,Bike Tyres
HF-1907-09586,2016-03-19,2016-03-24,5,First Class,Home & Furniture,Bed Sheets
EL-1975-65219,2012-01-15,2012-02-02,18,First Class,Electronics,Keyboard
FA-1938-38186,2017-11-06,2017-11-27,21,Standard Class,Fashion,Running Shoes
EL-2024-53987,2023-04-19,2023-05-06,17,Standard Class,Electronics,Samsung Mobile
AU-1935-64561,2012-01-23,2012-02-17,25,First Class,Auto & Accessories,Car Mat
HF-1914-57751,2010-11-22,2010-12-20,28,Standard Class,Home & Furniture,Shoe Rack
AU-1980-70911,2011-04-18,2011-04-30,12,First Class,Auto & Accessories,Car Pillow & Neck Rest
FA-1938-26159,2016-12-16,2016-12-29,13,First Class,Fashion,Running Shoes
AU-1904-83681,2020-02-15,2020-02-27,12,First Class,Auto & Accessories,Car & Bike Care
AU-2014-57923,2023-05-14,2023-05-19,5,First Class,Auto & Accessories,Car Pillow & Neck Rest
FA-2019-35021,2018-06-12,2018-07-12,30,First Class,Fashion,Formal Shoes
HF-1960-44481,2013-02-26,2013-03-12,14,First Class,Home & Furniture,Curtains
AU-1954-45155,2015-05-27,2015-06-25,29,First Class,Auto & Accessories,Car Seat Covers
FA-2014-16495,2022-09-20,2022-10-13,23,Standard Class,Fashion,Formal Shoes
EL-2008-32760,2020-05-12,2020-05-15,3,Standard Class,Electronics,Apple Laptop
FA-1954-67600,2010-06-24,2010-06-29,5,Standard Class,Fashion,Shirts
HF-2014-24304,2019-07-30,2019-08-13,14,First Class,Home & Furniture,Curtains
FA-1958-73388,2020-10-01,2020-10-12,11,First Class,Fashion,Suits
FA-1923-66062,2021-08-31,2021-09-04,4,First Class,Fashion,Sports Wear
HF-1923-65743,2021-03-09,2021-03-28,19,Standard Class,Home & Furniture,Dinner Crockery
HF-1972-53923,2017-10-09,2017-10-13,4,First Class,Home & Furniture,Towels
EL-1982-96204,2020-04-30,2020-05-17,17,First Class,Electronics,Apple Laptop
AU-1914-76969,2013-12-16,2014-01-03,18,First Class,Auto & Accessories,Car Speakers
EL-2000-54555,2016-05-30,2016-06-27,28,Standard Class,Electronics,Watch
AU-1970-16169,2022-11-02,2022-11-28,26,Standard Class,Auto & Accessories,Tyre
FA-2009-15366,2016-12-24,2017-01-04,11,First Class,Fashion,Sports Wear
EL-1928-59443,2017-04-15,2017-04-26,11,First Class,Electronics,Keyboard
HF-1990-56927,2017-12-24,2018-01-07,14,Standard Class,Home & Furniture,Shoe Rack
AU-1968-04362,2015-04-27,2015-05-04,7,Standard Class,Auto & Accessories,Car Pillow & Neck Rest
EL-1918-56078,2011-12-17,2012-01-08,22,Standard Class,Electronics,Samsung Mobile
EL-2021-49246,2020-05-15,2020-05-27,12,First Class,Electronics,Apple Laptop
FA-1978-69356,2012-07-15,2012-07-22,7,Standard Class,Fashion,Sports Wear
EL-1909-41636,2013-09-06,2013-09-18,12,First Class,Electronics,LCD
FA-2017-49836,2023-06-06,2023-06-29,23,Standard Class,Fashion,Sneakers
EL-1922-54857,2022-09-05,2022-09-07,2,Standard Class,Electronics,Watch
EL-1981-67582,2017-01-20,2017-02-03,14,Standard Class,Electronics,Tablet
HF-1913-23600,2020-05-16,2020-06-10,25,First Class,Home & Furniture,Bed Sheets
AU-1952-01741,2020-10-09,2020-10-27,18,Standard Class,Auto & Accessories,Car Seat Covers
FA-1993-40758,2012-01-27,2012-02-08,12,Standard Class,Fashion,Suits
FA-2013-38208,2014-08-23,2014-09-05,13,First Class,Fashion,Shirts
FA-1946-84296,2012-05-30,2012-06-19,20,First Class,Fashion,Running Shoes
EL-1994-54735,2017-02-16,2017-03-11,23,Standard Class,Electronics,Mixer/Juicer
HF-1992-21954,2013-03-24,2013-04-15,22,First Class,Home & Furniture,Dining Tables
AU-1969-37378,2020-11-01,2020-11-20,19,First Class,Auto & Accessories,Car Media Players
HF-1946-89234,2020-11-22,2020-12-20,28,Standard Class,Home & Furniture,Umbrella
EL-1942-56514,2014-08-11,2014-08-12,1,Standard Class,Electronics,Fans
EL-1998-84058,2014-06-17,2014-06-20,3,Standard Class,Electronics,Apple Laptop
EL-1955-03894,2017-09-09,2017-10-05,26,First Class,Electronics,Apple Laptop
AU-1992-39576,2016-09-01,2016-09-30,29,Standard Class,Auto & Accessories,Bike Tyres
FA-2016-97063,2021-04-12,2021-04-27,15,First Class,Fashion,Running Shoes
EL-1975-05800,2016-12-23,2017-01-12,20,Standard Class,Electronics,Watch
HF-2012-43483,2015-12-26,2016-01-11,16,First Class,Home & Furniture,Dinner Crockery
EL-1961-21989,2018-01-18,2018-02-13,26,First Class,Electronics,Watch
EL-1959-03065,2021-09-09,2021-09-29,20,Standard Class,Electronics,Samsung Mobile
HF-1916-20567,2014-07-31,2014-08-12,12,First Class,Home & Furniture,Umbrella
EL-1944-68507,2013-02-07,2013-03-03,24,Standard Class,Electronics,Mixer/Juicer
EL-1951-26543,2017-08-06,2017-09-03,28,Standard Class,Electronics,Samsung Mobile
FA-2015-52742,2022-01-25,2022-02-15,21,Standard Class,Fashion,Casual Shoes
HF-1900-77611,2016-10-16,2016-10-31,15,First Class,Home & Furniture,Curtains
HF-1988-99533,2014-01-14,2014-01-26,12,First Class,Home & Furniture,Dining Tables
FA-1947-11368,2010-06-15,2010-07-08,23,First Class,Fashion,Formal Shoes
EL-1907-33051,2023-08-29,2023-09-11,13,Standard Class,Electronics,Watch
EL-1976-32074,2016-03-11,2016-04-03,23,First Class,Electronics,LED
HF-1927-15196,2014-02-10,2014-02-11,1,First Class,Home & Furniture,Shoe Rack
AU-1920-41142,2015-10-28,2015-11-20,23,Standard Class,Auto & Accessories,Bike Tyres
EL-1996-01182,2013-08-15,2013-09-03,19,Standard Class,Electronics,Tablet
AU-1983-75311,2017-08-12,2017-09-07,26,Standard Class,Auto & Accessories,Tyre
EL-1997-59746,2022-03-17,2022-03-31,14,First Class,Electronics,Fans
AU-1959-28365,2010-08-07,2010-08-26,19,First Class,Auto & Accessories,Car Seat Covers
EL-1935-85359,2021-02-02,2021-02-13,11,Standard Class,Electronics,Tablet
HF-1942-42312,2019-10-15,2019-10-20,5,Standard Class,Home & Furniture,Shoe Rack
FA-1937-14851,2020-07-24,2020-08-09,16,Standard Class,Fashion,Sneakers
HF-1975-66145,2010-07-05,2010-07-29,24,Standard Class,Home & Furniture,Shoe Rack
EL-1929-98747,2020-03-08,2020-04-04,27,Standard Class,Electronics,Mixer/Juicer
EL-2005-48491,2022-06-14,2022-06-27,13,Standard Class,Electronics,Samsung Mobile
HF-1923-65442,2021-04-05,2021-05-02,27,Standard Class,Home & Furniture,Curtains
HF-1987-80867,2012-05-19,2012-06-18,30,First Class,Home & Furniture,Sofas
HF-1984-33049,2012-03-20,2012-04-16,27,Standard Class,Home & Furniture,Dining Tables
FA-1903-71119,2011-07-27,2011-08-15,19,First Class,Fashion,Running Shoes
HF-1902-49425,2015-11-20,2015-12-05,15,First Class,Home & Furniture,Towels
AU-1926-64300,2016-08-16,2016-09-06,21,Standard Class,Auto & Accessories,Car Speakers
AU-1992-50821,2015-09-13,2015-09-24,11,Standard Class,Auto & Accessories,Car & Bike Care
HF-2021-58021,2010-07-18,2010-07-25,7,First Class,Home & Furniture,Towels
HF-2008-30884,2017-10-12,2017-10-23,11,First Class,Home & Furniture,Sofas
HF-1968-51742,2020-02-05,2020-02-20,15,Standard Class,Home & Furniture,Dinner Crockery
FA-1987-98671,2015-08-01,2015-08-25,24,First Class,Fashion,Sneakers
EL-2011-00471,2019-09-12,2019-10-02,20,First Class,Electronics,LCD
AU-1963-79709,2020-11-15,2020-11-23,8,First Class,Auto & Accessories,Car Pillow & Neck Rest
AU-1969-22348,2021-11-19,2021-12-18,29,Standard Class,Auto & Accessories,Car & Bike Care
HF-1960-61560,2014-06-02,2014-06-30,28,First Class,Home & Furniture,Shoe Rack
AU-1964-92018,2015-01-26,2015-01-27,1,Standard Class,Auto & Accessories,Car Media Players
AU-1926-48918,2012-12-14,2012-12-31,17,First Class,Auto & Accessories,Car Body Covers
FA-2013-26895,2022-03-25,2022-04-18,24,First Class,Fashion,Running Shoes
FA-1972-87514,2018-02-13,2018-03-06,21,First Class,Fashion,T-Shirts
AU-1924-21481,2022-02-03,2022-02-27,24,First Class,Auto & Accessories,Car Mat
EL-1914-76172,2016-02-05,2016-02-24,19,First Class,Electronics,Iron
FA-2020-65936,2013-06-19,2013-06-29,10,First Class,Fashion,Sneakers
AU-1937-27001,2017-11-28,2017-12-14,16,First Class,Auto & Accessories,Car Seat Covers
AU-1932-22776,2022-10-20,2022-10-23,3,Standard Class,Auto & Accessories,Car Media Players
FA-1968-84810,2021-05-23,2021-06-04,12,Standard Class,Fashion,Shirts
EL-1937-78477,2022-10-27,2022-11-22,26,First Class,Electronics,Apple Laptop
EL-1985-80779,2012-10-08,2012-10-10,2,Standard Class,Electronics,Mouse
FA-2015-72654,2020-05-27,2020-06-13,17,First Class,Fashion,T-Shirts
EL-1971-54183,2021-04-19,2021-04-27,8,Standard Class,Electronics,Mouse
HF-1910-94203,2021-07-07,2021-07-30,23,Standard Class,Home & Furniture,Bed Sheets
EL-1949-27480,2021-03-16,2021-04-03,18,First Class,Electronics,Mixer/Juicer
FA-2008-96988,2010-08-05,2010-08-31,26,First Class,Fashion,Casual Shoes
FA-1989-59927,2011-11-06,2011-11-18,12,Standard Class,Fashion,Suits
EL-2001-82644,2017-04-06,2017-04-28,22,First Class,Electronics,Tablet
HF-1925-50200,2016-10-19,2016-11-14,26,Standard Class,Home & Furniture,Dinner Crockery
HF-1974-03692,2016-01-18,2016-02-16,29,Standard Class,Home & Furniture,Curtains
AU-1916-49164,2011-03-12,2011-03-19,7,First Class,Auto & Accessories,Car Speakers
FA-1956-58831,2023-09-01,2023-09-29,28,Standard Class,Fashion,Running Shoes
EL-2002-86825,2020-12-27,2020-12-28,1,Standard Class,Electronics,Mixer/Juicer
HF-2012-59571,2011-04-13,2011-05-11,28,Standard Class,Home & Furniture,Umbrella
HF-1991-69387,2017-11-24,2017-12-16,22,First Class,Home & Furniture,Dining Tables
HF-1983-97603,2020-12-14,2021-01-01,18,Standard Class,Home & Furniture,Bed Sheets
EL-1997-48892,2018-02-11,2018-03-02,19,Standard Class,Electronics,Samsung Mobile
HF-1955-59556,2014-04-14,2014-05-03,19,Standard Class,Home & Furniture,Dining Tables
FA-1920-31742,2019-09-29,2019-10-26,27,Standard Class,Fashion,Running Shoes
AU-1962-33150,2016-02-22,2016-03-07,14,First Class,Auto & Accessories,Car Speakers
HF-1913-08750,2019-11-29,2019-12-23,24,First Class,Home & Furniture,Dinner Crockery
EL-2004-81015,2018-11-04,2018-11-27,23,First Class,Electronics,Mixer/Juicer
AU-1928-05201,2010-03-08,2010-04-07,30,Standard Class,Auto & Accessories,Car Body Covers
EL-1905-96897,2016-11-08,2016-11-11,3,First Class,Electronics,LCD
HF-1936-20832,2011-05-09,2011-05-13,4,Standard Class,Home & Furniture,Umbrella
HF-2014-31447,2017-12-07,2018-01-04,28,First Class,Home & Furniture,Bed Sheets
FA-2008-23647,2018-02-12,2018-03-06,22,Standard Class,Fashion,Running Shoes
EL-2023-06031,2011-04-23,2011-04-29,6,Standard Class,Electronics,Apple Laptop
AU-2012-54293,2023-05-29,2023-06-16,18,Standard Class,Auto & Accessories,Car Body Covers
AU-1941-42066,2021-12-20,2022-01-08,19,First Class,Auto & Accessories,Bike Tyres
HF-1955-30029,2021-03-29,2021-04-17,19,First Class,Home & Furniture,Sofas
EL-1914-53044,2019-04-22,2019-04-23,1,First Class,Electronics,LED
FA-2017-38630,2011-09-12,2011-09-28,16,Standard Class,Fashion,Casual Shoes
EL-1912-79447,2014-05-03,2014-05-14,11,Standard Class,Electronics,LCD
HF-1995-55193,2021-04-18,2021-04-24,6,First Class,Home & Furniture,Beds
HF-1962-25457,2010-03-17,2010-03-22,5,First Class,Home & Furniture,Dinner Crockery
EL-1983-30040,2013-06-20,2013-07-08,18,First Class,Electronics,Tablet
AU-2005-52032,2012-03-02,2012-03-16,14,Standard Class,Auto & Accessories,Car & Bike Care
FA-1957-48275,2023-03-12,2023-04-02,21,Standard Class,Fashion,Sneakers
FA-1929-87923,2012-03-14,2012-03-17,3,First Class,Fashion,T-Shirts
