Order_ID,Order_Date,Shipping_Date,Aging,Ship_Mode,Product_Category,Product
AU-2006-61005,2018-12-12,2018-12-14,2,Standard Class,Auto & Accessories,Car Body Covers
FA-1955-71068,2021-10-26,2021-10-31,5,First Class,Fashion,T-Shirts
EL-1900-71994,2012-03-01,2012-03-28,27,Standard Class,Electronics,Fans
HF-1946-08162,2012-09-29,2012-10-03,4,First Class,Home & Furniture,Bed Sheets
AU-1937-94126,2019-08-06,2019-08-17,11,Standard Class,Auto & Accessories,Car Mat
EL-2006-99702,2013-04-18,2013-05-09,21,Standard Class,Electronics,Mouse
EL-1942-04493,2015-02-22,2015-03-12,18,Standard Class,Electronics,Apple Laptop
AU-1985-53217,2010-04-23,2010-05-20,27,Standard Class,Auto & Accessories,Car Body Covers
HF-1940-95598,2016-01-08,2016-01-21,13,First Class,Home & Furniture,Curtains
AU-2023-15452,2019-05-15,2019-06-12,28,Standard Class,Auto & Accessories,Car & Bike Care
FA-1907-95004,2017-10-16,2017-11-08,23,First Class,Fashion,Suits
FA-2022-97808,2015-04-16,2015-04-21,5,First Class,Fashion,Shirts
EL-1907-31726,2013-08-01,2013-08-29,28,Standard Class,Electronics,Samsung Mobile
FA-1989-49889,2012-12-06,2012-12-19,13,Standard Class,Fashion,Running Shoes
AU-1933-83212,2011-02-19,2011-02-24,5,Standard Class,Auto & Accessories,Car Mat
HF-1976-11248,2010-02-10,2010-02-26,16,Standard Class,Home & Furniture,Towels
HF-1944-75961,2013-05-11,2013-06-03,23,First Class,Home & Furniture,Umbrella
HF-1909-52891,2012-08-19,2012-08-30,11,Standard Class,Home & Furniture,Towels
FA-1906-68013,2010-08-11,2010-08-20,9,Standard Class,Fashion,Formal Shoes
FA-1953-12219,2023-05-11,2023-06-03,23,Standard Class,Fashion,Sports Wear
AU-1938-19173,2020-11-20,2020-12-08,18,First Class,Auto & Accessories,Car & Bike Care
AU-2017-58617,2020-11-24,2020-12-16,22,First Class,Auto & Accessories,Bike Tyres
AU-1977-37573,2011-10-01,2011-10-17,16,First Class,Auto & Accessories,Car Pillow & Neck Rest
FA-1902-31121,2013-01-24,2013-01-31,7,Standard Class,Fashion,Sports Wear
FA-1952-46597,2018-12-08,2018-12-17,9,Standard Class,Fashion,Suits
AU-1959-39529,2020-12-06,2020-12-25,19,First Class,Auto & Accessories,Bike Tyres
AU-1948-65851,2015-02-05,2015-02-08,3,First Class,Auto & Accessories,Car Mat
AU-1936-72443,2019-09-10,2019-09-20,10,Standard Class,Auto & Accessories,Car Media Players
AU-2019-54994,2022-01-29,2022-02-17,19,First Class,Auto & Accessories,Car Body Covers
HF-1984-43592,2012-01-18,2012-01-29,11,Standard Class,Home & Furniture,Bed Sheets
HF-2021-84286,2013-08-07,2013-09-01,25,First Class,Home & Furniture,Shoe Rack
AU-1926-54849,2015-06-30,2015-07-24,24,First Class,Auto & Accessories,Car Pillow & Neck Rest
HF-2017-14380,2011-01-18,2011-02-15,28,Standard Class,Home & Furniture,Shoe Rack
AU-1969-81064,2012-12-08,2012-12-21,13,First Class,Auto & Accessories,Car Body Covers
AU-1971-38364,2012-07-23,2012-07-30,7,First Class,Auto & Accessories,Car Seat Covers
AU-1950-87637,2019-12-27,2020-01-13,17,First Class,Auto & Accessories,Car Body Covers
AU-1925-32207,2014-09-12,2014-10-08,26,Standard Class,Auto & Accessories,Tyre
AU-1995-14791,2016-02-08,2016-02-23,15,Standard Class,Auto & Accessories,Bike Tyres
EL-1947-80698,2015-06-15,2015-07-03,18,First Class,Electronics,Tablet
EL-1994-31385,2019-07-16,2019-07-30,14,First Class,Electronics,Apple Laptop
AU-2002-44584,2010-02-15,2010-03-16,29,First Class,Auto & Accessories,Car Speakers
EL-1978-70388,2017-05-13,2017-05-15,2,First Class,Electronics,Apple Laptop
AU-1967-84616,2016-02-04,2016-02-17,13,First Class,Auto & Accessories,Car Mat
AU-2024-53805,2021-10-19,2021-11-09,21,First Class,Auto & Accessories,Bike Tyres
EL-1971-52393,2022-05-31,2022-06-24,24,Standard Class,Electronics,Apple Laptop
FA-1984-50826,2017-11-26,2017-12-15,19,First Class,Fashion,Sneakers
AU-2004-88723,2016-09-08,2016-10-05,27,First Class,Auto & Accessories,Car Seat Covers
FA-2015-34781,2017-10-15,2017-11-04,20,First Class,Fashion,Sneakers
AU-1945-20600,2011-03-08,2011-03-22,14,Standard Class,Auto & Accessories,Car Speakers
AU-1925-83948,2017-12-27,2018-01-24,28,First Class,Auto & Accessories,Bike Tyres
EL-2005-59636,2016-09-03,2016-09-22,19,Standard Class,Electronics,Fans
EL-2003-98180,2017-04-23,2017-05-04,11,First Class,Electronics,LED
EL-1933-84384,2015-07-14,2015-07-23,9,Standard Class,Electronics,Keyboard
AU-2006-74429,2020-01-28,2020-02-13,16,Standard Class,Auto & Accessories,Car Media Players
AU-1998-74375,2023-02-26,2023-03-21,23,Standard Class,Auto & Accessories,Car Body Covers
AU-1983-13800,2013-07-30,2013-08-13,14,Standard Class,Auto & Accessories,Car Body Covers
EL-1991-78863,2015-10-25,2015-11-03,9,Standard Class,Electronics,Samsung Mobile
FA-1949-18146,2014-12-15,2015-01-10,26,First Class,Fashion,Running Shoes
FA-1962-15430,2012-01-25,2012-02-09,15,First Class,Fashion,Shirts
AU-2014-08910,2019-05-28,2019-06-22,25,First Class,Auto & Accessories,Car Mat
FA-1921-98579,2011-11-14,2011-12-12,28,First Class,Fashion,Sports Wear
EL-1920-64814,2019-09-10,2019-10-05,25,Standard Class,Electronics,Watch
EL-1921-32333,2010-07-31,2010-08-26,26,Standard Class,Electronics,Tablet
EL-1996-04226,2017-01-22,2017-01-31,9,Standard Class,Electronics,Mouse
FA-1913-88184,2022-09-12,2022-09-15,3,First Class,Fashion,Casual Shoes
HF-2015-72333,2018-04-30,2018-05-16,16,First Class,Home & Furniture,Dining Tables
EL-1965-32484,2018-11-09,2018-11-10,1,First Class,Electronics,Tablet
FA-1950-27440,2015-01-16,2015-02-08,23,First Class,Fashion,Shirts
HF-1928-37680,2023-06-09,2023-06-17,8,Standard Class,Home & Furniture,Sofas
FA-1933-15500,2018-08-24,2018-08-29,5,First Class,Fashion,Casual Shoes
HF-2003-72428,2012-08-20,2012-09-17,28,Standard Class,Home & Furniture,Towels
AU-1982-23989,2017-11-14,2017-12-03,19,Standard Class,Auto & Accessories,Car Speakers
FA-1906-06482,2011-04-09,2011-04-12,3,First Class,Fashion,Formal Shoes
EL-2010-90724,2017-04-07,2017-04-09,2,First Class,Electronics,Fans
FA-1997-98608,2014-03-03,2014-03-13,10,Standard Class,Fashion,Casual Shoes
HF-1973-93788,2013-10-30,2013-11-15,16,Standard Class,Home & Furniture,Curtains
EL-1959-96473,2013-09-20,2013-10-18,28,First Class,Electronics,Fans
FA-1974-73533,2014-12-25,2015-01-13,19,First Class,Fashion,Formal Shoes
FA-1920-24978,2016-11-14,2016-12-07,23,First Class,Fashion,T-Shirts
FA-2024-51974,2010-10-13,2010-11-09,27,Standard Class,Fashion,Suits
FA-1904-06342,2019-09-26,2019-10-09,13,Standard Class,Fashion,Suits
EL-1947-53170,2021-10-20,2021-11-12,23,First Class,Electronics,Fans
EL-1990-18207,2011-07-23,2011-08-16,24,First Class,Electronics,Keyboard
HF-1934-18612,2014-06-16,2014-07-07,21,First Class,Home & Furniture,Curtains
FA-1947-92828,2016-04-08,2016-05-07,29,Standard Class,Fashion,Sports Wear
EL-1936-17473,2018-04-27,2018-05-17,20,Standard Class,Electronics,Samsung Mobile
EL-1984-02141,2019-10-23,2019-11-21,29,Standard Class,Electronics,Iron
AU-1946-01317,2017-04-04,2017-05-02,28,First Class,Auto & Accessories,Car Seat Covers
HF-2014-08148,2011-07-22,2011-07-31,9,First Class,Home & Furniture,Bed Sheets
FA-1955-82783,2012-03-17,2012-04-06,20,First Class,Fashion,Casual Shoes
HF-1984-91908,2021-05-08,2021-06-05,28,First Class,Home & Furniture,Sofas
FA-1945-42168,2014-02-13,2014-02-20,7,Standard Class,Fashion,Sneakers
EL-1968-35048,2021-09-06,2021-09-30,24,First Class,Electronics,Watch
FA-2002-96614,2022-04-30,2022-05-06,6,First Class,Fashion,Sports Wear
AU-1978-40909,2013-10-15,2013-10-24,9,First Class,Auto & Accessories,Bike Tyres
AU-1916-60162,2022-05-25,2022-06-13,19,First Class,Auto & Accessories,Car Media Players
EL-1957-44768,2021-08-07,2021-08-08,1,First Class,Electronics,Apple Laptop
EL-1970-37246,2015-03-04,2015-03-06,2,First Class,Electronics,LCD
HF-1966-33304,2020-09-02,2020-09-06,4,Standard Class,Home & Furniture,Sofas
AU-1913-06180,2013-01-02,2013-01-11,9,Standard Class,Auto & Accessories,Car Mat
EL-1902-86138,2010-11-12,2010-12-10,28,Standard Class,Electronics,LED
HF-1978-60209,2015-06-24,2015-06-28,4,Standard Class,Home & Furniture,Beds
FA-1971-73683,2016-07-02,2016-07-28,26,First Class,Fashion,Running Shoes
FA-2008-35033,2015-06-18,2015-07-12,24,First Class,Fashion,T-Shirts
FA-1933-13496,2018-09-28,2018-10-13,15,Standard Class,Fashion,Sports Wear
EL-2020-19952,2011-05-04,2011-05-20,16,First Class,Electronics,Tablet
HF-2019-82847,2021-10-24,2021-11-05,12,Standard Class,Home & Furniture,Shoe Rack
EL-1927-40935,2016-07-04,2016-07-13,9,First Class,Electronics,Samsung Mobile
FA-1976-25864,2014-11-11,2014-11-20,9,First Class,Fashion,Casual Shoes
EL-1959-36416,2019-11-10,2019-11-23,13,Standard Class,Electronics,Mixer/Juicer
HF-1970-20264,2010-05-30,2010-06-28,29,First Class,Home & Furniture,Beds
EL-1902-68320,2016-08-12,2016-08-13,1,First Class,Electronics,Apple Laptop
HF-1915-96706,2023-03-09,2023-04-04,26,Standard Class,Home & Furniture,Umbrella
AU-1958-15504,2019-08-02,2019-08-19,17,Standard Class,Auto & Accessories,Car Mat
EL-1991-22242,2022-05-29,2022-06-22,24,Standard Class,Electronics,Apple Laptop
HF-1973-00573,2019-12-08,2019-12-27,19,First Class,Home & Furniture,Towels
HF-1919-13672,2017-01-03,2017-01-07,4,Standard Class,Home & Furniture,Umbrella
AU-2009-26531,2013-02-21,2013-03-02,9,First Class,Auto & Accessories,Car & Bike Care
HF-1956-74585,2012-01-12,2012-01-28,16,Standard Class,Home & Furniture,Dinner Crockery
FA-2010-90292,2018-03-17,2018-03-22,5,First Class,Fashion,Formal Shoes
EL-1935-95735,2021-09-09,2021-09-22,13,First Class,Electronics,LED
HF-1981-83276,2017-11-02,2017-11-20,18,Standard Class,Home & Furniture,Sofas
HF-2009-26764,2018-04-25,2018-05-10,15,Standard Class,Home & Furniture,Bed Sheets
AU-1903-23736,2016-09-19,2016-09-27,8,First Class,Auto & Accessories,Car Seat Covers
HF-1912-41964,2019-11-14,2019-11-22,8,Standard Class,Home & Furniture,Umbrella
HF-1902-61539,2014-03-03,2014-03-10,7,Standard Class,Home & Furniture,Towels
HF-1976-04804,2019-04-02,2019-04-30,28,First Class,Home & Furniture,Umbrella
HF-1931-35659,2020-05-12,2020-05-18,6,Standard Class,Home & Furniture,Curtains
AU-2016-49370,2010-07-27,2010-08-01,5,First Class,Auto & Accessories,Car Speakers
FA-1901-14302,2022-12-01,2022-12-31,30,First Class,Fashion,T-Shirts
EL-1906-08645,2015-03-14,2015-04-12,29,First Class,Electronics,Tablet
FA-1905-73016,2018-09-18,2018-09-27,9,Standard Class,Fashion,T-Shirts
EL-2000-48708,2021-03-01,2021-03-06,5,Standard Class,Electronics,Keyboard
HF-1993-40878,2011-04-22,2011-05-17,25,First Class,Home & Furniture,Beds
FA-2001-34707,2017-07-04,2017-07-12,8,Standard Class,Fashion,Casual Shoes
HF-1900-64496,2020-02-24,2020-03-04,9,First Class,Home & Furniture,Umbrella
HF-1949-39030,2013-06-27,2013-07-05,8,Standard Class,Home & Furniture,Sofas
HF-1942-90262,2023-03-08,2023-03-27,19,Standard Class,Home & Furniture,Dining Tables
AU-1914-88811,2023-07-26,2023-07-28,2,Standard Class,Auto & Accessories,Car Body Covers
AU-1904-98825,2012-01-29,2012-02-21,23,First Class,Auto & Accessories,Bike Tyres
EL-1997-64014,2021-08-15,2021-08-30,15,Standard Class,Electronics,Iron
EL-1902-85106,2014-07-07,2014-08-05,29,Standard Class,Electronics,Mouse
FA-1930-12474,2015-07-25,2015-08-22,28,First Class,Fashion,Suits
HF-1906-27590,2011-04-03,2011-04-15,12,Standard Class,Home & Furniture,Dining Tables
EL-1985-11203,2019-11-05,2019-12-01,26,Standard Class,Electronics,Apple Laptop
AU-1944-58163,2015-03-04,2015-03-30,26,First Class,Auto & Accessories,Car Speakers
FA-1954-90820,2017-05-27,2017-05-29,2,First Class,Fashion,Casual Shoes
EL-1968-22112,2014-01-24,2014-02-06,13,Standard Class,Electronics,LCD
HF-1999-94399,2020-07-04,2020-07-05,1,Standard Class,Home & Furniture,Umbrella
HF-1958-32975,2012-11-17,2012-11-28,11,Standard Class,Home & Furniture,Towels
EL-1944-83672,2016-06-25,2016-07-22,27,First Class,Electronics,Samsung Mobile
AU-1962-46530,2015-05-15,2015-05-16,1,Standard Class,Auto & Accessories,Bike Tyres
AU-1933-54944,2020-04-09,2020-04-13,4,Standard Class,Auto & Accessories,Tyre
EL-2002-15535,2010-05-14,2010-05-30,16,Standard Class,Electronics,Apple Laptop
EL-1914-00814,2011-05-08,2011-05-13,5,First Class,Electronics,Mouse
HF-1962-85000,2017-10-02,2017-10-15,13,Standard Class,Home & Furniture,Sofas
AU-1914-38804,2015-09-29,2015-10-21,22,First Class,Auto & Accessories,Car Pillow & Neck Rest
EL-2018-43568,2012-10-17,2012-11-15,29,First Class,Electronics,Samsung Mobile
EL-2023-26009,2016-11-19,2016-11-23,4,Standard Class,Electronics,Fans
AU-1986-12876,2020-05-03,2020-05-18,15,Standard Class,Auto & Accessories,Car Mat
AU-1992-02162,2012-11-23,2012-11-29,6,Standard Class,Auto & Accessories,Car Pillow & Neck Rest
EL-1999-54726,2018-06-23,2018-07-16,23,First Class,Electronics,Mouse
FA-2015-57674,2018-06-22,2018-07-18,26,Standard Class,Fashion,Sneakers
HF-1931-83817,2016-12-22,2016-12-23,1,First Class,Home & Furniture,Towels
EL-1967-54032,2018-06-17,2018-07-12,25,Standard Class,Electronics,Fans
EL-1947-12961,2012-06-24,2012-06-29,5,Standard Class,Electronics,Apple Laptop
HF-1951-97203,2018-04-12,2018-04-16,4,Standard Class,Home & Furniture,Umbrella
HF-1909-80470,2017-05-14,2017-06-04,21,Standard Class,Home & Furniture,Bed Sheets
FA-1982-72473,2010-08-26,2010-09-20,25,Standard Class,Fashion,Shirts
FA-1908-28805,2020-09-28,2020-10-04,6,First Class,Fashion,Sports Wear
EL-1980-63476,2021-05-30,2021-06-16,17,First Class,Electronics,Keyboard
EL-2021-93738,2016-05-13,2016-05-18,5,Standard Class,Electronics,Tablet
EL-1978-81483,2018-11-17,2018-12-15,28,Standard Class,Electronics,LED
HF-1933-15980,2019-01-02,2019-01-09,7,Standard Class,Home & Furniture,Dining Tables
EL-1983-32375,2017-01-01,2017-01-06,5,First Class,Electronics,Iron
FA-1974-87312,2022-06-17,2022-06-28,11,Standard Class,Fashion,Shirts
EL-1941-72742,2015-10-14,2015-11-02,19,Standard Class,Electronics,Fans
EL-1910-61077,2021-05-28,2021-06-14,17,Standard Class,Electronics,Apple Laptop
AU-1992-25235,2021-07-20,2021-08-15,26,Standard Class,Auto & Accessories,Car Pillow & Neck Rest
FA-1996-92179,2016-10-26,2016-11-04,9,First Class,Fashion,Sports Wear
EL-1907-10061,2011-11-08,2011-11-28,20,First Class,Electronics,Fans
FA-2003-31774,2016-04-06,2016-04-29,23,Standard Class,Fashion,Casual Shoes
HF-1932-11120,2014-12-16,2015-01-05,20,First Class,Home & Furniture,Towels
FA-1963-55906,2018-07-25,2018-08-05,11,First Class,Fashion,Shirts
EL-2021-64098,2015-05-18,2015-06-14,27,First Class,Electronics,Fans
HF-1921-58289,2016-03-25,2016-03-29,4,Standard Class,Home & Furniture,Towels
FA-1958-67350,2010-09-18,2010-09-26,8,Standard Class,Fashion,Running Shoes
AU-1997-20134,2011-05-27,2011-06-19,23,Standard Class,Auto & Accessories,Bike Tyres
AU-1918-19745,2017-09-07,2017-09-20,13,First Class,Auto & Accessories,Car Body Covers
HF-1960-43049,2021-10-06,2021-10-15,9,First Class,Home & Furniture,Dining Tables
HF-2006-71901,2023-02-20,2023-02-24,4,Standard Class,Home & Furniture,Beds
FA-1998-52759,2020-09-01,2020-09-13,12,First Class,Fashion,Running Shoes
HF-1945-11810,2019-02-05,2019-02-27,22,Standard Class,Home & Furniture,Towels
FA-1976-68135,2013-09-05,2013-09-11,6,Standard Class,Fashion,Running Shoes
EL-1942-38735,2019-10-22,2019-10-31,9,First Class,Electronics,Mouse
FA-2023-16624,2015-01-01,2015-01-17,16,Standard Class,Fashion,Suits
EL-2014-67427,2022-09-07,2022-09-26,19,Standard Class,Electronics,LED
FA-2018-28976,2013-11-19,2013-11-20,1,Standard Class,Fashion,Running Shoes
EL-2015-09805,2015-08-16,2015-08-28,12,Standard Class,Electronics,Apple Laptop
HF-1936-02056,2021-10-07,2021-10-08,1,First Class,Home & Furniture,Towels
EL-2016-35742,2010-07-26,2010-08-08,13,First Class,Electronics,Mixer/Juicer
EL-1994-02560,2011-06-17,2011-07-15,28,Standard Class,Electronics,Fans
AU-2009-34494,2013-08-10,2013-09-02,23,Standard Class,Auto & Accessories,Car & Bike Care
EL-1995-26580,2015-09-13,2015-09-15,2,First Class,Electronics,Apple Laptop
FA-1954-90381,2023-02-28,2023-03-09,9,First Class,Fashion,T-Shirts
EL-1987-76653,2022-05-30,2022-06-25,26,First Class,Electronics,LCD
HF-1955-54206,2010-12-10,2011-01-09,30,First Class,Home & Furniture,Dining Tables
AU-1929-50879,2015-05-06,2015-06-01,26,First Class,Auto & Accessories,Car Media Players
AU-1988-75835,2022-12-20,2023-01-15,26,First Class,Auto & Accessories,Car Body Covers
EL-1946-95674,2017-02-14,2017-02-23,9,Standard Class,Electronics,Tablet
HF-1996-67811,2013-02-25,2013-03-01,4,Standard Class,Home & Furniture,Sofas
EL-1943-21494,2012-05-20,2012-06-06,17,Standard Class,Electronics,Mouse
HF-2005-47014,2021-08-23,2021-08-31,8,First Class,Home & Furniture,Beds
HF-1913-48409,2011-07-21,2011-08-11,21,Standard Class,Home & Furniture,Curtains
AU-2014-14945,2023-06-25,2023-07-08,13,Standard Class,Auto & Accessories,Tyre
AU-2017-51207,2011-07-15,2011-07-21,6,First Class,Auto & Accessories,Car Body Covers
HF-1957-99547,2013-08-01,2013-08-12,11,Standard Class,Home & Furniture,Beds
EL-1972-27113,2017-06-27,2017-07-23,26,First Class,Electronics,Fans
AU-1952-72141,2014-12-06,2014-12-11,5,Standard Class,Auto & Accessories,Car & Bike Care
HF-1913-68715,2015-02-08,2015-02-10,2,Standard Class,Home & Furniture,Dinner Crockery
HF-1946-11944,2011-08-15,2011-08-19,4,First Class,Home & Furniture,Bed Sheets
FA-1910-66570,2019-09-15,2019-10-10,25,Standard Class,Fashion,Sneakers
AU-1945-91217,2016-02-05,2016-02-26,21,First Class,Auto & Accessories,Bike Tyres
AU-1961-22986,2017-07-20,2017-08-04,15,Standard Class,Auto & Accessories,Car Seat Covers
EL-2001-26903,2019-10-16,2019-11-06,21,First Class,Electronics,Watch
EL-1953-90142,2017-07-13,2017-07-21,8,First Class,Electronics,Fans
HF-1902-01321,2015-07-30,2015-08-20,21,First Class,Home & Furniture,Dining Tables
HF-2021-57547,2010-10-07,2010-10-10,3,Standard Class,Home & Furniture,Bed Sheets
AU-1908-67346,2010-04-28,2010-05-19,21,Standard Class,Auto & Accessories,Car Mat
EL-1919-88337,2011-07-23,2011-08-09,17,Standard Class,Electronics,Keyboard
FA-1914-80079,2017-07-11,2017-07-20,9,Standard Class,Fashion,Shirts
EL-1955-41522,2020-12-25,2021-01-05,11,First Class,Electronics,LED
EL-2021-20808,2014-12-26,2015-01-16,21,Standard Class,Electronics,Fans
EL-1989-22435,2017-04-14,2017-04-24,10,First Class,Electronics,LED
AU-1915-01484,2016-06-21,2016-07-18,27,First Class,Auto & Accessories,Car Media Players
EL-1982-28063,2020-05-24,2020-06-06,13,Standard Class,Electronics,Mixer/Juicer
FA-1950-16569,2023-06-02,2023-06-22,20,First Class,Fashion,Formal Shoes
EL-1993-76293,2016-09-04,2016-09-23,19,Standard Class,Electronics,LCD
HF-1963-77301,2022-09-15,2022-09-16,1,Standard Class,Home & Furniture,Curtains
FA-1941-33188,2013-08-25,2013-09-23,29,First Class,Fashion,Suits
HF-2022-91673,2011-06-16,2011-06-17,1,Standard Class,Home & Furniture,Sofas
FA-1935-37804,2012-05-01,2012-05-30,29,First Class,Fashion,Sneakers
HF-1932-93717,2014-08-20,2014-08-22,2,Standard Class,Home & Furniture,Towels
FA-1982-26419,2021-09-08,2021-09-20,12,First Class,Fashion,T-Shirts
HF-2020-50898,2016-08-18,2016-09-13,26,First Class,Home & Furniture,Dining Tables
FA-2017-73508,2021-05-18,2021-05-29,11,Standard Class,Fashion,T-Shirts
AU-1949-93409,2010-03-18,2010-04-03,16,Standard Class,Auto & Accessories,Car Pillow & Neck Rest
AU-1916-64296,2019-08-31,2019-09-28,28,First Class,Auto & Accessories,Car Mat
FA-2005-74698,2017-11-12,2017-11-19,7,First Class,Fashion,Formal Shoes
FA-1924-90295,2017-03-30,2017-04-01,2,First Class,Fashion,Casual Shoes
HF-2000-29447,2016-04-20,2016-04-28,8,First Class,Home & Furniture,Dining Tables
HF-1991-73932,2017-03-19,2017-03-30,11,Standard Class,Home & Furniture,Shoe Rack
EL-1951-28951,2017-04-24,2017-05-24,30,Standard Class,Electronics,Mouse
HF-1951-65218,2023-01-15,2023-01-16,1,First Class,Home & Furniture,Shoe Rack
HF-1955-24053,2023-06-27,2023-07-04,7,First Class,Home & Furniture,Beds
AU-1915-64749,2019-06-05,2019-06-30,25,First Class,Auto & Accessories,Car Mat
FA-2021-16795,2022-10-06,2022-10-22,16,Standard Class,Fashion,Shirts
EL-1937-91784,2013-09-19,2013-10-02,13,Standard Class,Electronics,Samsung Mobile
FA-1970-64793,2012-03-19,2012-03-24,5,Standard Class,Fashion,Sneakers
FA-2012-26581,2012-01-22,2012-02-02,11,Standard Class,Fashion,Sports Wear
EL-1974-30317,2014-07-01,2014-07-18,17,Standard Class,Electronics,Apple Laptop
FA-2014-60890,2013-04-06,2013-05-03,27,First Class,Fashion,Sneakers
EL-1939-59462,2017-10-31,2017-11-29,29,Standard Class,Electronics,Fans
EL-1912-79602,2022-12-11,2022-12-13,2,First Class,Electronics,Keyboard
HF-1996-71250,2014-05-17,2014-05-30,13,First Class,Home & Furniture,Umbrella
HF-1964-05328,2013-11-16,2013-12-13,27,First Class,Home & Furniture,Umbrella
HF-1986-78191,2022-06-18,2022-07-09,21,Standard Class,Home & Furniture,Towels
HF-1943-72514,2017-07-12,2017-07-15,3,Standard Class,Home & Furniture,Dinner Crockery
HF-1924-70756,2021-05-07,2021-05-15,8,First Class,Home & Furniture,Towels
FA-1923-96202,2011-12-22,2011-12-27,5,Standard Class,Fashion,Formal Shoes
AU-1908-78711,2010-09-19,2010-10-06,17,First Class,Auto & Accessories,Car Body Covers
AU-1915-49431,2015-01-31,2015-02-27,27,Standard Class,Auto & Accessories,Car Media Players
EL-2014-59648,2022-07-12,2022-07-28,16,Standard Class,Electronics,Mouse
EL-2012-02285,2013-02-18,2013-03-04,14,Standard Class,Electronics,Iron
EL-2013-01085,2017-05-17,2017-05-19,2,Standard Class,Electronics,Tablet
AU-1968-98367,2013-02-19,2013-03-04,13,First Class,Auto & Accessories,Bike Tyres
AU-2015-79891,2021-04-16,2021-04-30,14,Standard Class,Auto & Accessories,Tyre
FA-1965-55172,2021-12-30,2022-01-18,19,Standard Class,Fashion,Running Shoes
EL-1959-67955,2011-09-18,2011-10-18,30,Standard Class,Electronics,Mixer/Juicer
EL-2005-22274,2018-07-16,2018-08-01,16,First Class,Electronics,Tablet
HF-1993-67681,2017-06-20,2017-06-26,6,First Class,Home & Furniture,Umbrella
HF-2017-46765,2017-07-23,2017-08-20,28,First Class,Home & Furniture,Beds
FA-2001-49301,2020-07-24,2020-08-03,10,First Class,Fashion,Sports Wear
EL-2017-20123,2013-06-27,2013-07-23,26,Standard Class,Electronics,Fans
EL-1949-25809,2022-06-15,2022-07-10,25,First Class,Electronics,LCD
FA-1946-08779,2012-03-31,2012-04-20,20,First Class,Fashion,Running Shoes
AU-1971-99611,2022-07-12,2022-07-21,9,Standard Class,Auto & Accessories,Car Seat Covers
HF-1953-32581,2020-11-21,2020-12-12,21,First Class,Home & Furniture,Umbrella
EL-1913-11854,2013-05-22,2013-06-09,18,First Class,Electronics,Mouse
FA-2005-11167,2017-12-24,2017-12-31,7,First Class,Fashion,Formal Shoes
FA-1939-49201,2010-05-16,2010-05-22,6,Standard Class,Fashion,Running Shoes
EL-1951-88299,2018-03-27,2018-04-24,28,First Class,Electronics,LED
AU-1903-53359,2013-12-03,2013-12-18,15,First Class,Auto & Accessories,Car & Bike Care
HF-2006-91480,2018-03-02,2018-03-16,14,Standard Class,Home & Furniture,Beds
EL-2017-63485,2012-11-09,2012-11-15,6,Standard Class,Electronics,Tablet
FA-2005-02367,2020-11-15,2020-11-20,5,First Class,Fashion,Formal Shoes
HF-1910-08075,2014-01-11,2014-01-19,8,Standard Class,Home & Furniture,Umbrella
FA-1981-34519,2023-05-14,2023-05-30,16,Standard Class,Fashion,T-Shirts
FA-1900-57805,2014-10-19,2014-11-14,26,Standard Class,Fashion,Sports Wear
AU-1945-52735,2018-01-27,2018-02-04,8,First Class,Auto & Accessories,Bike Tyres
FA-2023-12451,2021-09-02,2021-09-09,7,Standard Class,Fashion,Running Shoes
FA-2017-80420,2023-08-13,2023-09-04,22,First Class,Fashion,Sneakers
AU-1922-27896,2010-11-23,2010-12-10,17,Standard Class,Auto & Accessories,Car & Bike Care
AU-2015-20475,2014-03-23,2014-04-22,30,First Class,Auto & Accessories,Car Media Players
FA-1941-58245,2013-02-04,2013-03-04,28,Standard Class,Fashion,Running Shoes
HF-1978-46644,2010-01-20,2010-02-04,15,Standard Class,Home & Furniture,Dinner Crockery
EL-1904-70723,2015-06-06,2015-06-10,4,Standard Class,Electronics,Mouse
EL-1967-56386,2020-06-06,2020-06-21,15,Standard Class,Electronics,Mouse
FA-1943-01157,2021-10-31,2021-11-09,9,Standard Class,Fashion,Sneakers
AU-1943-30689,2015-04-08,2015-04-13,5,First Class,Auto & Accessories,Car Body Covers
FA-1951-88558,2012-03-15,2012-03-21,6,First Class,Fashion,Casual Shoes
AU-1929-00268,2019-11-08,2019-12-01,23,Standard Class,Auto & Accessories,Car Body Covers
EL-1970-01072,2011-09-22,2011-09-28,6,First Class,Electronics,Keyboard
AU-2018-41896,2016-05-16,2016-06-01,16,Standard Class,Auto & Accessories,Car & Bike Care
HF-1923-23291,2022-12-05,2022-12-30,25,First Class,Home & Furniture,Dinner Crockery
AU-1937-72849,2011-04-05,2011-04-13,8,First Class,Auto & Accessories,Tyre
HF-1913-15912,2015-08-10,2015-08-11,1,Standard Class,Home & Furniture,Sofas
AU-2013-36908,2020-02-26,2020-03-07,10,First Class,Auto & Accessories,Car & Bike Care
EL-1902-72426,2019-03-18,2019-03-23,5,First Class,Electronics,LCD
EL-2017-46072,2011-05-21,2011-06-04,14,Standard Class,Electronics,Watch
AU-1988-16985,2011-08-15,2011-09-10,26,First Class,Auto & Accessories,Car Seat Covers
FA-1976-85851,2010-01-24,2010-02-22,29,Standard Class,Fashion,Sneakers
FA-1962-70720,2019-11-25,2019-12-14,19,First Class,Fashion,Sports Wear
